datetime,symb,company,finviz_date,sector,industry,market_cap,income,insider_own,shs_outstanding,shs_float,short_float,short_ratio,last,volume,change_pct
2018-01-14,XNET,Xunlei Limited ,2018-01-09,Technology,Application Software,1.65B,-48.90M,0.97%,70.01M,64.44M,17.52%,1.21,18.4,1790000,19.65
2018-01-11,KOOL,Cesca Therapeutics ,2017-12-19,Healthcare,Medical Appliances & Equipment,30.43M,-9.00M,0.10%,10.83M,3.54M,9.02%,2.45,3.4,57930,10.25
2018-01-06,HTGM,Htg Molecular Diag ,2018-03-23,Healthcare,Medical Laboratories & Research,124.71M,-22.70M,1.90%,27.90M,25.07M,7.92%,0.96,3.5,199520,13.15
2018-01-06,RGNX,Regenxbio Inc. ,2016-01-22,Healthcare,Biotechnology,329.40M,-21.90M,0.60%,26.31M,20.94M,3.64%,7.34,30.6,64840,13.07
2018-01-06,FRAN,"Francesca""s Holdin ",2016-12-10,Services,Apparel Stores,819.29M,39.30M,0.80%,38.66M,37.54M,10.17%,3.88,6.15,52620,18.0
2018-01-04,LB,L Brands Inc. ,2017-11-15,Services,Apparel Stores,13.59B,987.00M,0.20%,275.79M,238.14M,10.30%,5.27,51.93,536540,10.71
2018-01-01,LIVE,Live Ventures Inco ,2016-12-10,Technology,Internet Information Providers,281.47M,10.30M,,15.76M,10.86M,4.68%,2.52,17.9,37850,10.37
2018-01-04,HGSH,China Hgs Real Est ,2016-04-26,Financial,Real Estate Development,93.02M,31.20M,,42.67M,13.56M,1.24%,2.28,2.12,39720,13.47
2017-12-30,LIVE,Live Ventures Inco ,2016-12-10,Technology,Internet Information Providers,281.47M,10.30M,,15.76M,10.86M,4.68%,2.52,17.9,37850,10.37
2017-12-25,OSTK,Overstock.com Inc. ,2016-07-21,Services,Catalog & Mail Order Houses,427.65M,13.10M,5.50%,25.41M,16.31M,4.63%,6.92,59.05,264750,12.45
2017-12-25,LFIN,Longfin Corp ,2017-12-26,Technology,Application Software,-,-,-,-,-,-,-,38.5,69420,16.14
2017-12-25,SIEB,Siebert Financial ,2018-01-17,Financial,Investment Brokerage - Regional,254.48M,-1.80M,0.30%,21.53M,1.89M,1.80%,0.09,15.14,73490,16.81
2017-12-25,LTEA,Long Island Iced T ,2017-12-26,Consumer Goods,Beverages - Soft Drinks,67.37M,-13.60M,1.50%,11.21M,4.55M,4.92%,0.52,5.71,289850,17.37
2017-12-25,MARA,Marathon Patent Gr ,2017-11-22,Services,Business Services,10.72M,-38.50M,27.43%,7.55M,5.64M,10.23%,0.95,4.04,199160,17.55
2017-12-25,GROW,U.s. Global Invest ,2018-01-02,Financial,Asset Management,87.31M,0.50M,3.20%,16.79M,13.51M,9.39%,0.89,3.9,80390,17.37
2017-12-30,LINU,Liniu Technology G ,2018-01-14,Services,"Specialty Retail, Other",27.21M,-211.90M,,12.31M,7.72M,6.31%,0.40,2.73,249550,12.5
2017-12-25,JTPY,Jetpay Corporation ,2017-08-22,Financial,Credit Services,24.64M,-14.50M,,12.97M,6.81M,0.19%,1.70,2.55,40020,17.74
2017-12-25,RIOT,Riot Blockchain Inc ,2017-12-12,Healthcare,Biotechnology,180.25M,-9.70M,2.40%,7.81M,5.19M,11.58%,0.24,22.53,608270,18.37
2017-12-25,NETE,Net Element Inc. ,2018-04-13,Technology,Internet Software & Services,38.62M,-9.90M,15.00%,4.07M,2.21M,26.76%,0.69,13.54,241540,27.79
2017-12-25,SSC,Seven Stars Cloud ,2018-09-01,Services,CATV Systems,211.61M,-20.40M,,52.64M,37.80M,2.64%,0.74,4.23,236590,20.19
2017-12-25,DPW,Digital Power Corp ,2018-01-09,Technology,Diversified Electronics,42.51M,-6.00M,1.00%,21.58M,15.17M,23.54%,0.41,3.35,1300000,30.93
2017-12-25,FTFT,Future Fintech Gro ,2017-12-26,Consumer Goods,Beverages - Soft Drinks,16.79M,-14.00M,,3.86M,2.84M,9.24%,0.51,2.61,53630,19.69
2018-01-01,LINU,Liniu Technology G ,2018-01-14,Services,"Specialty Retail, Other",27.21M,-211.90M,,12.31M,7.72M,6.31%,0.40,2.73,249550,12.5
2018-01-14,AQB,Aquabounty Technol ,2018-01-02,Healthcare,Biotechnology,70.68M,-9.00M,10.82%,7.95M,7.93M,1.95%,12.65,3.0,264200,38.27
2018-01-14,ARDM,Aradigm Corporation ,2018-01-09,Healthcare,Drug Delivery,56.72M,-14.50M,0.70%,15.33M,8.72M,3.95%,1.55,2.02,91160,40.94
2017-12-23,OSTK,Overstock.com Inc. ,2016-07-21,Services,Catalog & Mail Order Houses,427.65M,13.10M,5.50%,25.41M,16.31M,4.63%,6.92,59.05,264750,12.45
2017-12-23,LFIN,Longfin Corp ,2017-12-26,Technology,Application Software,-,-,-,-,-,-,-,38.5,69420,16.14
2017-12-23,SIEB,Siebert Financial ,2018-01-17,Financial,Investment Brokerage - Regional,254.48M,-1.80M,0.30%,21.53M,1.89M,1.80%,0.09,15.14,73490,16.81
2017-12-23,LTEA,Long Island Iced T ,2017-12-26,Consumer Goods,Beverages - Soft Drinks,67.37M,-13.60M,1.50%,11.21M,4.55M,4.92%,0.52,5.71,289850,17.37
2017-12-23,GROW,U.s. Global Invest ,2018-01-02,Financial,Asset Management,87.31M,0.50M,3.20%,16.79M,13.51M,9.39%,0.89,3.9,80390,17.37
2017-12-20,LFIN,Longfin Corp ,2017-12-26,Technology,Application Software,-,-,-,-,-,-,-,59.25,306840,18.14
2017-12-20,DSS,Document Security ,2017-12-19,Services,Business Services,43.14M,-0.70M,4.40%,16.72M,13.00M,0.44%,0.17,2.25,149870,12.79
2017-12-20,YTEN,Yield10 Bioscience ,2017-12-19,Basic Materials,Specialty Chemicals,11.06M,-8.40M,8.30%,3.88M,1.51M,5.12%,0.30,2.1,464460,26.32
2017-12-10,LJPC,La Jolla Pharmaceu ,2018-03-23,Healthcare,Biotechnology,642.12M,-114.80M,5.80%,22.57M,20.69M,30.88%,11.47,28.11,120850,12.35
2017-12-06,HRTX,Heron Therapeutics ,2017-08-29,Healthcare,Drug Manufacturers - Major,920.52M,-189.60M,-,54.63M,54.04M,23.54%,14.15,15.4,214440,10.2
2017-12-10,TELL,Tellurian Inc. ,2018-01-10,Basic Materials,Oil & Gas Drilling & Exploration,2.24B,-197.30M,23.30%,202.20M,75.55M,7.14%,5.87,10.25,173520,14.51
2017-11-23,XNET,Xunlei Limited ,2017-11-01,Technology,Application Software,622.57M,-30.90M,0.97%,67.16M,64.01M,0.06%,0.04,21.1,442730,12.01
2017-11-23,RIOT,Riot Blockchain Inc ,2017-11-22,Healthcare,Biotechnology,93.57M,-6.10M,2.40%,8.31M,2.28M,18.35%,0.65,12.25,191980,23.39
2017-12-06,ASTC,Astrotech Corporat ,2017-12-05,Industrial Goods,Aerospace/Defense Products & Services,20.93M,-11.60M,5.21%,4.51M,4.27M,0.53%,0.09,4.14,78440,10.78
2017-12-24,OSTK,Overstock.com Inc. ,2016-07-21,Services,Catalog & Mail Order Houses,427.65M,13.10M,5.50%,25.41M,16.31M,4.63%,6.92,59.05,264750,12.45
2017-12-15,SBGL,D/b/a Sibanye-stil ,2017-09-25,Basic Materials,Gold,3.23B,279.30M,-,523.90M,480.29M,2.80%,2.64,4.42,432710,11.6
2017-12-06,HMNY,Helios and Matheso ,2017-12-05,Technology,Information Technology Services,137.38M,-18.80M,29.10%,11.42M,6.10M,52.15%,0.52,10.68,178950,11.22
2017-12-06,DPW,Digital Power Corp ,2018-01-09,Technology,Diversified Electronics,42.51M,-6.00M,1.00%,21.58M,15.17M,23.54%,0.41,2.83,975560,18.91
2017-12-06,ASNA,Ascena Retail Grou ,2017-12-05,Services,Apparel Stores,507.18M,-1067.30M,6.20%,194.32M,171.40M,24.81%,16.32,2.11,226670,19.16
2017-12-10,VECO,Veeco Instruments ,2020-02-27,Technology,Semiconductor Equipment & Materials,719.17M,-78.70M,1.90%,53.47M,47.74M,3.03%,5.15,12.0,43610,18.09
2017-12-10,AOBC,American Outdoor B ,2017-07-03,Industrial Goods,Aerospace/Defense Products & Services,1.35B,135.80M,1.30%,60.88M,55.34M,16.88%,7.85,12.65,236440,15.27
2017-12-10,AQMS,Aqua Metals Inc. ,2018-03-16,Industrial Goods,Waste Management,79.81M,-24.50M,3.80%,27.76M,23.63M,16.03%,4.13,2.07,230090,21.29
2017-12-15,CRTO,Criteo S.a. ,2016-10-24,Technology,Internet Information Providers,2.23B,70.20M,5.90%,62.90M,8.14M,53.88%,6.36,26.5,195440,16.17
2017-12-15,PIR,Pier 1 Imports Inc. ,2017-12-12,Services,"Specialty Retail, Other",430.53M,29.40M,3.40%,81.54M,78.99M,12.61%,5.31,4.22,442000,27.74
2017-12-23,MARA,Marathon Patent Gr ,2017-11-22,Services,Business Services,10.72M,-38.50M,27.43%,7.55M,5.64M,10.23%,0.95,4.04,199160,17.55
2017-12-23,JTPY,Jetpay Corporation ,2017-08-22,Financial,Credit Services,24.64M,-14.50M,,12.97M,6.81M,0.19%,1.70,2.55,40020,17.74
2017-12-23,RIOT,Riot Blockchain Inc ,2017-12-12,Healthcare,Biotechnology,180.25M,-9.70M,2.40%,7.81M,5.19M,11.58%,0.24,22.53,608270,18.37
2017-12-23,FTFT,Future Fintech Gro ,2017-12-26,Consumer Goods,Beverages - Soft Drinks,16.79M,-14.00M,,3.86M,2.84M,9.24%,0.51,2.61,53630,19.69
2017-12-23,SSC,Seven Stars Cloud ,2018-09-01,Services,CATV Systems,211.61M,-20.40M,,52.64M,37.80M,2.64%,0.74,4.23,236590,20.19
2017-12-23,NETE,Net Element Inc. ,2018-04-13,Technology,Internet Software & Services,38.62M,-9.90M,15.00%,4.07M,2.21M,26.76%,0.69,13.54,241540,27.79
2017-12-23,DPW,Digital Power Corp ,2018-01-09,Technology,Diversified Electronics,42.51M,-6.00M,1.00%,21.58M,15.17M,23.54%,0.41,3.35,1300000,30.93
2017-12-24,LFIN,Longfin Corp ,2017-12-26,Technology,Application Software,-,-,-,-,-,-,-,38.5,69420,16.14
2017-12-24,SIEB,Siebert Financial ,2018-01-17,Financial,Investment Brokerage - Regional,254.48M,-1.80M,0.30%,21.53M,1.89M,1.80%,0.09,15.14,73490,16.81
2017-12-24,LTEA,Long Island Iced T ,2017-12-26,Consumer Goods,Beverages - Soft Drinks,67.37M,-13.60M,1.50%,11.21M,4.55M,4.92%,0.52,5.71,289850,17.37
2017-12-24,GROW,U.s. Global Invest ,2018-01-02,Financial,Asset Management,87.31M,0.50M,3.20%,16.79M,13.51M,9.39%,0.89,3.9,80390,17.37
2017-12-24,MARA,Marathon Patent Gr ,2017-11-22,Services,Business Services,10.72M,-38.50M,27.43%,7.55M,5.64M,10.23%,0.95,4.04,199160,17.55
2017-12-24,JTPY,Jetpay Corporation ,2017-08-22,Financial,Credit Services,24.64M,-14.50M,,12.97M,6.81M,0.19%,1.70,2.55,40020,17.74
2017-12-24,RIOT,Riot Blockchain Inc ,2017-12-12,Healthcare,Biotechnology,180.25M,-9.70M,2.40%,7.81M,5.19M,11.58%,0.24,22.53,608270,18.37
2017-12-24,FTFT,Future Fintech Gro ,2017-12-26,Consumer Goods,Beverages - Soft Drinks,16.79M,-14.00M,,3.86M,2.84M,9.24%,0.51,2.61,53630,19.69
2017-12-24,SSC,Seven Stars Cloud ,2018-09-01,Services,CATV Systems,211.61M,-20.40M,,52.64M,37.80M,2.64%,0.74,4.23,236590,20.19
2017-12-24,NETE,Net Element Inc. ,2018-04-13,Technology,Internet Software & Services,38.62M,-9.90M,15.00%,4.07M,2.21M,26.76%,0.69,13.54,241540,27.79
2017-12-24,DPW,Digital Power Corp ,2018-01-09,Technology,Diversified Electronics,42.51M,-6.00M,1.00%,21.58M,15.17M,23.54%,0.41,3.35,1300000,30.93
2017-11-12,QTM,Quantum Corporation ,2018-05-31,Technology,Data Storage Devices,116.86M,-8.40M,2.50%,34.07M,33.05M,5.28%,9.03,4.4,33390,10.2
2017-11-08,FOSL,Fossil Group Inc. ,2017-11-08,Consumer Goods,Textile - Apparel Footwear & Accessories,350.99M,-325.80M,8.10%,51.24M,43.28M,33.11%,5.57,6.16,113390,10.07
2017-11-08,SNAP,Snap Inc. Class A ,2017-11-08,Technology,Internet Software & Services,17.25B,-2946.10M,2.70%,1.14B,611.62M,19.81%,4.36,13.47,18540000,10.91
2017-11-03,NTLA,Intellia Therapeut ,2017-11-01,Healthcare,Biotechnology,1.07B,-46.30M,3.60%,34.50M,20.07M,16.31%,9.79,22.45,594600,11.86
2017-11-01,DDD,3D Systems Corpora ,2017-11-01,Technology,Computer Peripherals,1.44B,-34.40M,1.90%,116.27M,109.52M,26.35%,11.99,10.26,83330,17.12
2017-10-27,XELA,Exela Technologies ,2019-05-22,Technology,Business Software & Services,442.85M,-172.10M,,150.63M,69.92M,1.18%,10.62,4.75,1000000,10.55
2017-10-27,VSAR,Versartis Inc. ,2016-10-07,Healthcare,Drugs - Generic,353.57M,-86.90M,1.10%,29.49M,29.35M,3.32%,7.04,2.05,133400,10.87
2017-10-26,SNAK,Inventure Foods In ,2017-08-22,Consumer Goods,Processed & Packaged Goods,64.58M,-31.20M,3.50%,19.22M,18.94M,11.44%,14.61,4.0,625880,10.31
2017-10-21,NCR,Ncr Corporation ,2017-03-15,Technology,Information Technology Services,5.29B,234.00M,0.60%,123.48M,121.95M,2.01%,2.20,31.7,145480,14.44
2017-11-22,CHFS,Chf Solutions Inc. ,2017-11-22,Healthcare,Medical Appliances & Equipment,6.30M,-9.10M,14.30%,0.80M,0.49M,21.12%,0.41,4.78,748080,39.34
2017-11-19,CDTI,Clean Diesel Techn ,2017-09-05,Industrial Goods,Pollution & Treatment Controls,32.11M,-23.80M,-,15.82M,10.11M,4.10%,2.69,2.02,38130,11.4
2017-11-19,WSM,Williams-sonoma In ,2017-11-05,Services,Home Furnishing Stores,3.99B,306.50M,0.70%,85.84M,80.05M,23.37%,10.69,46.08,482600,12.84
2017-11-03,GPRO,Gopro Inc. ,2017-11-14,Consumer Goods,Photographic Equipment & Supplies,906.56M,-242.70M,0.30%,146.93M,107.66M,27.83%,5.52,9.57,119210,10.31
2017-11-07,S,Sprint Corporation ,2017-11-06,Technology,Wireless Communications,34.03B,-1206.00M,0.80%,3.98B,642.90M,16.60%,6.68,5.86,1900000,12.14
2017-10-26,CELG,Celgene Corporation ,2017-07-17,Healthcare,Biotechnology,105.00B,2.14B,0.20%,780.24M,778.90M,1.41%,2.79,99.05,4600000,17.15
2017-10-26,NOK,Nokia Corporation ,2017-07-18,Technology,Communication Equipment,35.69B,-686.00M,-,5.81B,5.78B,0.34%,1.16,4.91,8350000,18.84
2017-10-27,SRAX,Social Reality Inc. ,2017-11-22,Services,Advertising Agencies,36.55M,-8.20M,1.10%,8.64M,6.48M,14.14%,0.86,3.99,270100,11.33
2017-10-27,EXPE,Expedia Inc. ,2017-08-28,Services,Lodging,22.74B,329.40M,0.60%,152.33M,121.65M,11.48%,8.57,123.32,350310,16.31
2017-10-27,CLSN,Celsion Corporation ,2017-10-03,Healthcare,Biotechnology,52.12M,-22.20M,0.10%,8.60M,7.32M,10.45%,1.41,2.3,101410,19.58
2017-10-26,UCTT,Ultra Clean Holdin ,2017-11-04,Technology,Semiconductor - Specialized,823.89M,47.10M,4.80%,33.78M,31.24M,6.76%,2.05,28.63,64450,12.42
2017-10-26,TAL,Tal Education Grou ,2017-11-04,Services,Rental & Leasing Services,16.38B,132.40M,,542.17M,-,-,0.63,28.06,1370000,13.31
2017-10-27,JCP,J.c. Penney Compan ,2017-08-15,Services,Department Stores,1.40B,-111.00M,2.10%,371.53M,304.14M,37.38%,6.06,2.77,6890000,24.32
2017-10-27,MAT,Mattel Inc. ,2017-11-04,Consumer Goods,Toys & Games,5.57B,240.40M,0.30%,343.12M,341.59M,11.27%,5.33,12.94,4940000,15.81
2017-10-27,EFII,Electronics for Im ,2017-09-07,Technology,Computer Peripherals,2.21B,48.20M,1.10%,85.02M,45.83M,14.09%,10.37,33.05,275870,21.55
2017-11-01,EVHC,Envision Healthcar ,2017-11-01,Healthcare,Long-Term Care Facilities,5.13B,-19.20M,0.40%,120.47M,119.14M,14.06%,7.23,28.0,28190,34.27
2017-11-03,TCAP,Triangle Capital C ,2017-08-07,Financial,Credit Services,729.01M,20.30M,3.00%,49.83M,45.73M,0.67%,1.09,10.3,32100,15.92
2017-11-03,OCLR,Oclaro Inc. ,2017-08-06,Technology,Semiconductor Equipment & Materials,1.45B,83.70M,1.90%,165.42M,159.05M,29.96%,5.13,6.7,907810,16.46
2017-11-03,KEM,Kemet Corporation ,2017-03-25,Technology,Diversified Electronics,544.98M,-20.10M,2.50%,46.50M,41.59M,3.70%,2.00,20.0,91280,19.42
2017-11-03,NWL,Newell Brands Inc. ,2017-09-01,Consumer Goods,Housewares & Accessories,23.99B,1.21B,0.80%,490.41M,485.49M,3.40%,5.08,32.88,2030000,19.8
2017-11-03,W,Wayfair Inc. Class ,2017-08-15,Services,Catalog & Mail Order Houses,6.11B,-200.30M,1.90%,86.32M,17.78M,43.87%,5.64,59.5,773330,20.04
2017-11-03,PI,Impinj Inc. ,2017-06-29,Technology,Communication Equipment,1.13B,-4.90M,2.90%,20.64M,19.28M,20.57%,5.44,23.33,121550,28.87
2017-11-03,CYH,Community Health S ,2017-10-17,Healthcare,Hospitals,648.89M,-617.00M,3.30%,93.50M,-,-,5.81,4.78,225560,12.13
2017-11-03,TEVA,Teva Pharmaceutica ,2017-11-04,Healthcare,Drug Manufacturers - Other,16.27B,-6145.00M,2.70%,1.02B,912.42M,4.60%,2.63,11.98,9840000,14.55
2017-11-08,VYGR,Voyager Therapeuti ,2015-12-12,Healthcare,Biotechnology,617.43M,-32.20M,5.60%,26.03M,24.57M,0.00%,0.00,11.79,284640,11.88
2017-11-08,WIX,Wix.com Ltd. ,2017-05-12,Technology,Internet Information Providers,3.25B,-46.90M,20.99%,43.83M,43.34M,2.17%,0.96,61.0,141200,12.04
2017-11-08,LC,Lendingclub Corpor ,2017-08-06,Financial,Credit Services,2.09B,-180.00M,1.20%,401.53M,382.91M,11.14%,8.64,4.2,2550000,23.08
2017-11-08,RDHL,Redhill Biopharma ,2017-11-08,Healthcare,Biotechnology,-,-,8.52%,-,15.78M,1.24%,2.11,5.55,432530,26.0
2017-11-12,RDFN,Redfin Corporation ,2017-08-17,Technology,Internet Information Providers,2.21B,-,3.10%,81.42M,76.19M,-,-,20.8,26870,10.34
2017-11-12,LPTH,Lightpath Technolo ,2016-04-26,Industrial Goods,Industrial Electrical Equipment,30.17M,0.00M,,15.88M,8.47M,10.38%,3.56,3.25,28090,13.1
2017-11-19,CNTY,Century Casinos In ,2020-02-27,Services,Resorts & Casinos,231.96M,1.50M,0.20%,29.93M,27.05M,2.03%,6.57,7.51,63450,17.29
2017-11-12,INFI,Infinity Pharmaceu ,2017-10-12,Healthcare,Biotechnology,188.20M,-69.90M,1.60%,50.46M,49.39M,1.48%,0.76,2.39,302170,14.64
2017-11-19,VBLT,Vascular Biogenics ,2016-10-19,Healthcare,Biotechnology,138.80M,-17.00M,4.02%,27.76M,23.42M,1.98%,1.87,7.45,488550,17.22
2017-11-12,TTD,The Trade Desk Inc. ,2017-09-08,Technology,Application Software,2.28B,26.40M,9.70%,41.15M,4.13M,62.29%,2.00,51.34,123050,13.39
2017-11-12,PBYI,Puma Biotechnology ,2017-11-05,Healthcare,Biotechnology,3.36B,-289.10M,11.40%,36.49M,32.23M,19.78%,5.88,114.0,95840,10.38
2017-11-19,CADC,China Advanced Con ,2016-11-08,Industrial Goods,General Building Materials,5.89M,-15.80M,,2.74M,1.46M,3.59%,2.25,6.2,226630,21.02
2017-11-19,OPHC,Optimumbank Holdin ,2017-06-21,Financial,Regional - Mid-Atlantic Banks,3.15M,-0.40M,-,1.10M,0.66M,0.09%,0.09,6.12,39410,25.82
2017-10-12,CUDA,Barracuda Networks ,2017-10-10,Technology,Communication Equipment,1.34B,10.10M,9.50%,51.98M,41.33M,4.31%,2.17,23.09,228980,10.3
2017-10-12,HDSN,Hudson Technologie ,2016-08-17,Industrial Goods,Diversified Machinery,175.75M,7.80M,20.40%,33.35M,27.11M,1.66%,1.00,6.2,134890,18.1
2017-10-01,GWPH,GW Pharmaceuticals ,2016-12-30,Healthcare,Drug Manufacturers - Major,2.76B,-78.20M,-,24.75M,18.99M,14.73%,5.58,99.11,257380,11.72
2017-10-16,CYH,Community Health S ,2017-10-17,Healthcare,Hospitals,648.89M,-617.00M,3.30%,93.50M,-,-,5.81,5.39,87650,10.32
2017-09-16,TTOO,T2 Biosystems Inc. ,2017-08-31,Healthcare,Medical Laboratories & Research,131.79M,-57.50M,1.80%,31.68M,24.18M,5.64%,6.86,4.14,709960,31.91
2017-09-23,VSAR,Versartis Inc. ,2016-10-07,Healthcare,Drugs - Generic,353.57M,-86.90M,1.10%,29.49M,29.35M,3.32%,7.04,3.2,6060000,85.19
2017-10-21,NCR,Ncr Corporation ,2017-03-15,Technology,Information Technology Services,5.29B,234.00M,0.60%,123.48M,121.95M,2.01%,2.20,31.7,145480,14.44
2017-10-16,INFI,Infinity Pharmaceu ,2017-10-12,Healthcare,Biotechnology,188.20M,-69.90M,1.60%,50.46M,49.39M,1.48%,0.76,3.28,382180,12.06
2017-10-16,ECYT,Endocyte Inc. ,2017-10-03,Healthcare,Biotechnology,249.92M,-43.00M,1.20%,42.50M,41.51M,2.49%,0.85,4.31,138770,11.13
2017-10-16,RNN,Rexahn Pharmaceuti ,2017-06-13,Healthcare,Biotechnology,79.56M,-26.80M,2.40%,25.42M,24.70M,8.15%,2.90,2.21,153940,22.18
2017-10-16,ATRS,Antares Pharma Inc. ,2017-06-15,Healthcare,Medical Instruments & Supplies,445.99M,-21.40M,8.60%,155.94M,141.83M,1.84%,1.88,2.25,1800000,39.68
2017-10-16,AAOI,Applied Optoelectr ,2017-09-07,Technology,Semiconductor - Integrated Circuits,1.21B,80.80M,5.50%,19.43M,18.42M,47.29%,2.32,47.48,379850,19.31
2017-10-16,TNDM,Tandem Diabetes Ca ,2017-10-04,Healthcare,Medical Instruments & Supplies,41.16M,-90.20M,0.10%,49.00M,38.40M,6.00%,2.00,3.4,419960,27.35
2017-09-15,TTOO,T2 Biosystems Inc.  ,2017-08-31,Healthcare,Medical Laboratories & Research,131.79M,-57.50M,1.80%,31.68M,24.18M,5.64%,6.86,4.14,709960,31.91
2017-09-11,AOBC,American Outdoor B ,2017-07-03,Industrial Goods,Aerospace/Defense Products & Services,1.35B,135.80M,1.30%,60.88M,55.34M,16.88%,7.85,13.88,112060,18.06
2017-09-11,EFX,Equifax Inc. ,2017-10-03,Financial,Credit Services,13.34B,574.50M,0.30%,120.80M,119.58M,2.11%,0.79,121.82,863400,14.64
2017-09-11,EFX,Equifax Inc. ,2017-10-03,Financial,Credit Services,13.34B,574.50M,0.30%,120.80M,119.58M,2.11%,0.79,121.82,863400,14.64
2017-09-11,AOBC,American Outdoor B ,2017-07-03,Industrial Goods,Aerospace/Defense Products & Services,1.35B,135.80M,1.30%,60.88M,55.34M,16.88%,7.85,13.88,112060,18.06
2017-09-05,CLLS,Cellectis S.a. ,2018-03-30,Healthcare,Biotechnology,1.19B,-104.00M,-,37.61M,29.34M,0.97%,1.50,22.17,317060,31.11
2017-09-03,AMBA,Ambarella Inc. ,2017-09-02,Technology,Semiconductor Equipment & Materials,1.40B,58.60M,4.30%,33.19M,32.07M,13.43%,4.42,45.76,578810,15.88
2017-09-02,AMBA,Ambarella Inc. ,2017-09-02,Technology,Semiconductor Equipment & Materials,1.40B,58.60M,4.30%,33.19M,32.07M,13.43%,4.42,45.76,578810,15.88
2017-09-03,TECD,Tech Data Corporat ,2017-09-02,Services,Computers Wholesale,3.27B,192.40M,1.60%,37.39M,34.77M,4.52%,4.27,89.0,46230,19.3
2017-09-02,TECD,Tech Data Corporat ,2017-09-02,Services,Computers Wholesale,3.27B,192.40M,1.60%,37.39M,34.77M,4.52%,4.27,89.0,46230,19.3
2017-08-25,BABA,Alibaba Group Hold ,2017-08-25,Services,"Specialty Retail, Other",438.62B,6.55B,-,2.51B,752.26M,17.89%,7.03,139.19,108610,20.46
2017-08-19,HIBB,Hibbett Sports Inc. ,2017-08-18,Services,Sporting Goods Stores,236.21M,54.10M,0.60%,20.54M,20.27M,16.99%,4.55,10.05,62910,12.61
2017-08-19,FL,Foot Locker Inc. ,2017-08-23,Consumer Goods,Textile - Apparel Footwear & Accessories,6.04B,653.00M,0.60%,182.18M,130.14M,0.00%,0.00,36.61,3400000,23.25
2017-08-13,SNAP,Snap Inc. Class A ,2017-08-13,Technology,Internet Software & Services,13.34B,-2618.90M,28.90%,1.13B,483.32M,14.26%,3.07,11.99,5010000,12.93
2017-08-13,JCP,J.c. Penney Compan ,2017-08-15,Services,Department Stores,1.40B,-111.00M,2.10%,371.53M,304.14M,37.38%,5.81,3.88,16300000,17.62
2017-09-11,TNTR,Tintri Inc. ,2017-09-10,Technology,Semiconductor- Memory Chips,192.82M,-105.70M,9.10%,31.61M,28.37M,0.11%,0.09,5.19,53500,22.31
2017-08-13,LXFT,Luxoft Holding Inc ,2017-08-15,Technology,Application Software,2.16B,62.60M,3.53%,44.66M,21.68M,0.89%,0.81,47.8,25990,21.38
2017-09-11,TNTR,Tintri Inc. ,2017-09-10,Technology,Semiconductor- Memory Chips,192.82M,-105.70M,9.10%,31.61M,28.37M,0.11%,0.09,5.19,53500,22.31
2017-08-07,MELI,Mercadolibre Inc.  ,2016-11-08,Services,Catalog & Mail Order Houses,7.51B,130.70M,2.40%,44.35M,36.57M,4.84%,3.21,261.47,112370,10.57
2017-08-11,NSU,Nevsun Resources L ,2017-08-26,Basic Materials,Copper,677.68M,-50.50M,0.70%,299.86M,297.64M,0.78%,3.08,2.27,146410,13.36
2017-08-07,INFN,Infinera Corporati  ,2017-02-15,Technology,Communication Equipment,1.34B,-23.90M,0.10%,113.63M,-,-,5.77,10.0,86810,12.82
2017-07-24,TEAR,Tearlab Corporation  ,2017-07-24,Healthcare,Medical Laboratories & Research,10.09M,-17.10M,-,3.02M,-,-,3.17,2.94,88750,11.98
2017-07-24,HIBB,Hibbett Sports Inc.  ,2017-07-28,Services,Sporting Goods Stores,337.05M,54.10M,0.60%,21.40M,20.27M,20.63%,6.15,15.0,278300,23.86
2017-07-15,ATEN,A10 Networks Inc.  ,2017-08-07,Technology,Communication Equipment,465.32M,-18.60M,17.30%,68.43M,58.37M,1.17%,1.12,7.04,202340,14.56
2017-07-15,CYBR,Cyberark Software  ,2017-07-17,Technology,Business Software & Services,1.77B,31.30M,-,41.51M,32.60M,8.25%,3.92,41.77,637560,18.1
2017-08-07,MEET,The Meet Group Inc.  ,2017-08-15,Technology,Internet Information Providers,246.37M,15.60M,2.80%,70.39M,70.05M,12.73%,6.85,4.38,125300,13.61
2017-08-07,CFMS,Conformis Inc.  ,2016-11-10,Healthcare,Medical Instruments & Supplies,394.03M,-61.20M,2.60%,43.30M,31.72M,12.58%,11.27,3.55,92390,17.06
2017-08-07,PI,Impinj Inc.  ,2017-06-29,Technology,Communication Equipment,1.13B,-4.90M,2.90%,20.64M,19.28M,20.57%,5.44,38.01,27500,20.68
2017-08-07,NGVC,Natural Grocers by  ,2017-08-07,Services,Grocery Stores,191.03M,9.20M,0.40%,33.93M,11.92M,17.10%,12.72,6.84,26900,19.53
2017-08-07,IDN,Intellicheck Inc.  ,2017-05-28,Technology,Application Software,40.60M,-4.50M,0.30%,10.05M,9.22M,3.27%,4.45,2.39,39100,18.71
2017-08-07,AAOI,Applied Optoelectr  ,2017-08-07,Technology,Semiconductor - Integrated Circuits,1.86B,52.40M,5.50%,28.82M,18.13M,59.31%,2.94,74.9,425250,23.56
